Feature,Area (um^2),Roundness,CentroidX (um),CentroidY (um),First Moment of Area (um^3),Eccentricity,Equivalent Diameter (um),Nearest Neighbor Distance (um),Average Neighbor Distance (um),,,avg,st dev
2386,36.664816,1.008095,9176.830866,1253.544194,83.805441,0.364707,6.832503,79.826932,200.81724,,,,
706,69.958156,1.008039,3266.310063,2639.929577,220.028114,0.199789,9.437875,45.290749,284.777795,,,,
2789,29.921862,1.007835,10371.83914,1867.873728,61.620078,0.338581,6.172333,43.440924,253.731021,,,,
3100,51.41503,1.007603,11605.13012,2792.809608,139.051087,0.332957,8.090961,47.90639,116.057063,,,,
459,24.864646,1.007547,2298.570331,1875.558041,46.751061,0.347465,5.626602,78.153302,282.143574,,,,
1653,24.864646,1.007547,6564.838252,6435.937511,46.689482,0.349027,5.626602,30.501751,61.423464,,,,
1305,71.22246,1.007466,5314.848184,1129.369611,226.258586,0.361703,9.522775,25.162788,125.507236,,,,
2210,80.915457,1.007157,8450.981285,1846.883289,274.224716,0.186314,10.150111,71.26904,240.285938,,,,
939,74.172502,1.006967,4146.379053,6296.97223,240.242986,0.276717,9.717992,39.28285,86.412355,,,,
1663,74.172502,1.006967,6600.851174,1624.989753,240.287447,0.248628,9.717992,68.480158,84.76325,,,,
2797,74.172502,1.006967,10385.51894,6367.061538,240.240511,0.263341,9.717992,96.274734,133.136812,,,,
1320,83.8655,1.006727,5351.419095,4382.108537,289.003008,0.33073,10.333483,60.636338,179.049099,,,,
2964,83.8655,1.006727,10979.03981,4791.183279,289.277454,0.201659,10.333483,83.862937,186.083039,,,,
1612,133.173356,1.006708,6450.435319,2211.932936,578.130617,0.211635,13.021581,59.193269,172.724766,,,,
1734,32.871904,1.006675,6756.224331,3974.704424,70.910564,0.265555,6.469452,12.156402,132.860174,,,,
561,40.879163,1.006146,2672.285891,7285.907762,98.413596,0.322923,7.214497,129.908119,192.905111,,,,
498,39.193425,1.006013,2441.056409,2910.448451,92.529379,0.418915,7.064179,62.266216,196.646282,,,,
508,39.193425,1.006013,2471.805203,6904.008359,92.573267,0.23983,7.064179,72.384624,130.956956,,,,
1484,39.193425,1.006013,6019.734453,1921.8939,92.44897,0.381074,7.064179,55.319285,218.797598,,,,
1679,39.193425,1.006013,6639.198762,1392.770317,92.370444,0.380728,7.064179,98.779303,177.067059,,,,
2392,39.193425,1.006013,9202.566267,2464.789871,92.397812,0.365206,7.064179,26.439844,96.675566,,,,
1036,115.894535,1.005966,4452.591063,4502.625136,469.758229,0.254838,12.14749,71.903396,206.248959,,,,
629,61.950897,1.005838,2964.200042,4722.35613,183.705568,0.237462,8.881347,76.504339,175.4385,,,,
2334,61.950897,1.005838,8955.420435,3476.089512,183.574708,0.313192,8.881347,86.746466,242.108847,,,,
3496,61.950897,1.005838,13207.19172,2282.137088,183.94877,0.341974,8.881347,63.4636,119.849892,,,,
1815,24.443211,1.005791,7090.567815,5057.951657,45.51692,0.374582,5.578715,9.530474,77.544925,,,,
2545,24.443211,1.005791,9714.094472,6931.843305,45.574313,0.355586,5.578715,81.936488,110.060573,,,,
2997,24.443211,1.005791,11151.89386,2725.828471,45.494,0.417294,5.578715,10.797187,91.331128,,,,
3362,24.443211,1.005791,12645.80255,6605.697512,46.112426,0.369849,5.578715,73.204584,117.867628,,,,
2400,60.265158,1.005743,9240.564312,2399.796014,176.042156,0.241915,8.759679,72.398594,137.651023,,,,
661,22.757472,1.005536,3108.838867,2196.30818,40.977334,0.421398,5.382909,28.414136,216.064685,,,,
2274,22.757472,1.005536,8674.246985,2990.435648,40.917505,0.30328,5.382909,90.589845,175.866488,,,,
3475,22.757472,1.005536,13144.51249,7525.234451,40.957196,0.258392,5.382909,10.723916,24.052227,,,,
2001,99.037148,1.00541,7726.639809,3436.825219,370.602055,0.233302,11.229337,103.570637,246.779757,,,,
966,32.45047,1.005344,4233.538845,3061.693067,69.5532,0.382115,6.427847,122.59037,188.341225,,,,
1123,32.45047,1.005344,4731.459905,3269.422236,69.593902,0.302993,6.427847,77.204463,179.192005,,,,
1481,32.45047,1.005344,6013.843333,6799.747385,69.5532,0.382115,6.427847,169.275802,203.493275,,,,
3695,32.45047,1.005344,14041.42616,6340.414596,69.643479,0.371805,6.427847,64.4418,151.042168,,,,
1323,53.522203,1.005303,5355.975248,7392.197325,147.400411,0.15946,8.255095,100.150585,211.49902,,,,
2181,53.522203,1.005303,8376.901152,7271.567413,147.455066,0.330386,8.255095,39.200943,79.559208,,,,
216,69.536721,1.004998,1520.06874,4384.860736,218.025035,0.156741,9.409405,53.450837,161.002549,,,,
2162,38.77199,1.004893,8302.55354,3259.758582,90.886273,0.290587,7.026096,120.47701,176.107051,,,,
3394,87.236977,1.004893,12833.36344,3168.904743,306.528617,0.204317,10.539145,94.811162,159.184212,,,,
310,27.393254,1.004627,1791.417204,5052.288293,54.056343,0.402239,5.905775,55.946052,135.7943,,,,
2653,54.786507,1.004627,10027.459,5738.920986,152.678668,0.337508,8.352027,75.958803,144.855089,,,,
2814,27.393254,1.004627,10425.76089,3565.016913,53.984495,0.168322,5.905775,95.074738,157.124226,,,,
3303,27.393254,1.004627,12372.76157,7510.912726,54.079264,0.330447,5.905775,50.525426,247.898798,,,,
137,35.400512,1.004481,1241.440825,1202.667777,79.171332,0.296968,6.713668,124.324684,271.773409,,,,
742,70.801025,1.004481,3436.71255,4272.740465,224.344252,0.277355,9.49456,62.609735,137.209809,,,,
2248,70.801025,1.004481,8593.280672,2578.991203,224.13139,0.339487,9.49456,176.744493,280.48985,,,,
2649,35.400512,1.004481,10011.91672,1219.531,79.234123,0.156112,6.713668,90.04997,168.791732,,,,
2473,43.407771,1.004389,9546.973437,4264.39409,107.698777,0.373553,7.434278,80.972599,223.363139,,,,
2669,43.407771,1.004389,10079.26322,1746.899261,107.513875,0.145216,7.434278,20.908327,91.225479,,,,
3113,43.407771,1.004389,11637.42758,7118.800734,107.791831,0.404318,7.434278,60.244755,107.421981,,,,
1018,33.714774,1.004244,4410.926543,3987.91274,73.644956,0.263107,6.551869,48.624624,155.327398,,,,
2746,33.714774,1.004244,10283.66038,7598.903457,73.644956,0.263107,6.551869,32.874744,77.149755,,,,
630,41.722033,1.004194,2967.041124,2151.303832,101.497837,0.375214,7.288494,148.768247,227.601606,,,,
903,41.722033,1.004194,4061.263523,6798.094927,101.28907,0.248896,7.288494,52.651182,128.315194,,,,
1355,41.722033,1.004194,5500.967714,4512.456737,101.435236,0.246565,7.288494,92.602559,219.413472,,,,
1695,41.722033,1.004194,6665.321224,2278.674259,101.508484,0.344977,7.288494,49.305102,109.827217,,,,
2735,41.722033,1.004194,10255.10958,5110.574468,101.580437,0.340454,7.288494,47.552918,258.975817,,,,
3790,41.722033,1.004194,14461.20581,5197.800654,101.656618,0.397384,7.288494,64.611925,174.810373,,,,
2422,99.458583,1.00416,9323.712963,1030.815317,373.338105,0.273162,11.253204,151.178292,240.424377,,,,
152,73.751068,1.004102,1306.164998,4976.580494,238.445877,0.196138,9.690344,45.191171,148.686963,,,,
1434,73.751068,1.004102,5857.584526,5038.19695,238.182971,0.257905,9.690344,53.67447,148.30094,,,,
3286,97.772844,1.004073,12284.39397,2426.271075,363.798746,0.078147,11.15743,221.25203,337.344255,,,,
161,101.987191,1.003465,1353.368616,6945.445374,387.445799,0.260078,11.395355,56.291958,120.820195,,,,
272,50.993595,1.003465,1680.845053,6788.008494,137.102803,0.288995,8.057733,36.123221,129.124052,,,,
1416,101.987191,1.003465,5795.932691,5582.934587,387.546284,0.174426,11.395355,55.366948,245.005446,,,,
2047,108.308711,1.003414,7868.905281,7113.285021,424.116984,0.174679,11.743208,71.752086,163.274031,,,,
2263,108.308711,1.003414,8630.383317,5274.920931,424.016068,0.236359,11.743208,154.606021,229.283701,,,,
2461,26.971819,1.003004,9463.675036,1236.951629,52.744656,0.366704,5.86017,130.835745,222.685016,,,,
887,33.293339,1.002925,4008.957676,6792.074511,72.371365,0.44253,6.510791,52.651182,194.618692,,,,
2339,33.293339,1.002925,8977.304783,1903.864156,72.700847,0.290537,6.510791,183.873095,274.91131,,,,
3815,33.293339,1.002925,14583.90266,2813.118812,72.377621,0.40915,6.510791,118.818423,238.999624,,,,
1949,52.257899,1.002804,7595.311764,7484.15016,142.125761,0.328507,8.157011,95.298877,201.73289,,,,
31,61.529462,1.002411,751.608154,5390.417219,181.874231,0.337116,8.851087,45.754068,153.874864,,,,
449,61.529462,1.002411,2279.462177,7413.088688,181.79537,0.186347,8.851087,35.056803,93.625499,,,,
905,61.529462,1.002411,4064.636034,4212.195537,181.705107,0.29954,8.851087,90.386532,196.908367,,,,
1681,61.529462,1.002411,6641.115846,6307.201665,181.613099,0.337596,8.851087,46.7547,85.26315,,,,
2282,61.529462,1.002411,8700.706093,6497.838263,181.77061,0.241537,8.851087,90.298927,97.641518,,,,
80,36.243382,1.002285,1006.583784,7003.882242,82.216824,0.397248,6.793122,24.747783,85.791642,,,,
854,36.243382,1.002285,3876.110357,4789.265061,82.354366,0.286912,6.793122,72.047242,127.632907,,,,
294,29.921862,1.00222,1745.919321,5998.39577,61.681107,0.409297,6.172333,166.259201,191.014177,,,,
758,29.921862,1.00222,3503.395875,1096.574741,61.799628,0.479986,6.172333,106.410496,179.521821,,,,
904,29.921862,1.00222,4061.772966,1316.847915,61.860324,0.380115,6.172333,98.682799,235.079311,,,,
1771,29.921862,1.00222,6889.555329,6383.048635,61.876975,0.388096,6.172333,43.624282,80.897638,,,,
2153,29.921862,1.00222,8272.226439,4387.597322,61.821825,0.359423,6.172333,104.343754,178.170777,,,,
2861,29.921862,1.00222,10596.65657,4396.237817,61.508146,0.335756,6.172333,36.891088,194.86755,,,,
3080,29.921862,1.00222,11523.56675,4683.797126,61.637725,0.40617,6.172333,155.918957,217.372551,,,,
79,34.557643,1.001948,1003.212688,5376.35834,76.44936,0.333843,6.633261,102.969124,141.609738,,,,
1667,34.557643,1.001948,6603.561879,6372.873391,76.550674,0.372263,6.633261,49.702419,82.383726,,,,
2257,138.230573,1.001948,8614.71954,3367.142282,611.542198,0.171735,13.266523,43.595521,143.476299,,,,
2681,86.394108,1.001948,10118.24298,4329.156582,302.135093,0.289002,10.488107,105.377904,160.4464,,,,
1807,45.514945,1.001859,7042.394804,6930.429287,115.69611,0.262426,7.612583,86.084775,130.474643,,,,
3149,45.514945,1.001859,11760.91756,4850.973506,115.726687,0.414879,7.612583,48.887349,104.480429,,,,
33,56.472246,1.001805,754.913981,5147.832683,159.748021,0.342456,8.479546,137.953797,792.64964,,,,
146,28.236123,1.001805,1280.83214,3474.450117,56.548126,0.403385,5.995944,177.66693,261.407493,,,,
1167,141.180615,1.001805,4893.449077,7086.650416,631.279017,0.231807,13.407339,43.407945,111.871514,,,,
1342,28.236123,1.001805,5453.315474,5818.08681,56.52856,0.333035,5.995944,73.632186,127.96229,,,,
1829,28.236123,1.001805,7138.77085,2679.81504,56.609312,0.426954,5.995944,84.472816,238.542633,,,,
2448,28.236123,1.001805,9429.978991,1725.627022,56.579894,0.413721,5.995944,10.486716,56.377656,,,,
2857,28.236123,1.001805,10587.55413,1279.65974,56.391921,0.238103,5.995944,196.396547,322.985798,,,,
3057,28.236123,1.001805,11455.39152,2384.283112,56.46783,0.316233,5.995944,93.519349,257.105924,,,,
3072,28.236123,1.001805,11502.03559,6935.257765,56.387556,0.154954,5.995944,101.64042,207.232196,,,,
3118,56.472246,1.001805,11648.16892,7430.625706,159.598655,0.334418,8.479546,35.015473,145.933181,,,,
3638,28.236123,1.001805,13802.05126,3224.796805,56.594853,0.297387,5.995944,168.654112,198.030784,,,,
869,125.166098,1.001527,3946.968498,7477.414803,526.966187,0.274486,12.624042,86.351986,151.505882,,,,
415,70.37959,1.001487,2195.93104,2341.876033,222.492709,0.203167,9.46626,33.628183,134.948296,,,,
2188,37.507686,1.001408,8394.181872,1018.468596,86.619766,0.231994,6.910591,58.6147,107.313437,,,,
2860,37.507686,1.001408,10596.45573,2686.21931,86.649851,0.240043,6.910591,78.063233,166.262056,,,,
1097,53.100769,1.001337,4642.785946,7529.452403,145.678475,0.242573,8.22253,130.129057,210.889364,,,,
1437,26.550384,1.001337,5867.907107,2451.365507,51.505692,0.386812,5.814207,96.932832,221.617906,,,,
1587,26.550384,1.001337,6353.648313,7629.99802,51.485161,0.409224,5.814207,20.942284,111.972681,,,,
2320,26.550384,1.001337,8860.575384,5399.04458,51.651192,0.411009,5.814207,78.100681,203.264646,,,,
2329,53.100769,1.001337,8933.628743,5371.423517,145.659534,0.358403,8.22253,78.100681,198.103919,,,,
3189,26.550384,1.001337,11911.08251,7430.957371,51.522254,0.333759,5.814207,107.029245,199.340654,,,,
3713,53.100769,1.001337,14112.57039,6212.431054,145.978968,0.271431,8.22253,107.677419,214.657504,,,,
2848,67.008113,1.001101,10563.70602,3338.426523,206.322002,0.277915,9.236741,78.952671,109.479605,,,,
531,20.228864,1.000946,2559.108134,2695.206016,34.354505,0.298215,5.075056,18.150099,165.419137,,,,
2178,40.457729,1.000946,8369.708683,4721.601099,96.830747,0.304063,7.177213,86.867822,157.691378,,,,
2593,20.228864,1.000946,9832.223313,7033.987021,34.447996,0.509021,5.075056,72.462308,120.134839,,,,
1379,45.09351,1.00087,5629.191458,7020.875633,114.022171,0.323908,7.577258,145.409969,211.087436,,,,
1380,74.593937,1.000807,5634.948418,3610.178004,242.422274,0.275164,9.745561,97.561043,184.520864,,,,
92,29.500427,1.000712,1039.38355,7453.986774,60.242652,0.386354,6.128712,23.348842,120.632263,,,,
812,59.000854,1.000712,3689.05809,5051.404053,170.541869,0.345414,8.667308,138.49372,182.914917,,,,
1878,29.500427,1.000712,7325.987026,2778.610962,60.234973,0.322349,6.128712,87.365419,106.687863,,,,
3616,147.502135,1.000712,13695.27192,3498.032238,674.021706,0.219089,13.704217,155.164516,229.57915,,,,
3762,29.500427,1.000712,14339.69992,2886.226458,60.125348,0.246223,6.128712,110.63555,171.668591,,,,
1141,57.315115,1.000464,4771.406173,2509.314596,163.295348,0.323696,8.542592,88.009378,178.999758,,,,
3365,57.315115,1.000464,12669.60214,3645.17434,163.275196,0.217713,8.542592,126.291064,223.882712,,,,
3747,122.216055,1.000324,14265.04774,3470.435692,508.143423,0.243232,12.474386,82.03641,151.022697,,,,
3582,187.116995,1.000282,13560.81021,1758.8494,962.881896,0.162659,15.435179,106.172604,237.637417,,,,
823,49.307857,0.999896,3735.353977,4517.887756,130.446634,0.374668,7.923428,64.009724,133.640512,,,,
2829,49.307857,0.999896,10477.03834,2187.620081,130.45805,0.392015,7.923428,46.376169,121.272424,,,,
3227,49.307857,0.999896,12049.70741,2706.780978,130.318626,0.334155,7.923428,77.271519,213.468068,,,,
2581,124.744663,0.999839,9813.325084,7127.638912,524.356392,0.206943,12.602771,41.466058,116.675725,,,,
148,21.493168,0.999502,1285.580064,1055.299371,37.610963,0.515996,5.231248,99.326898,490.842639,,,,
229,42.986337,0.999502,1567.871532,6349.896889,106.07096,0.347399,7.398101,34.688551,109.455822,,,,
369,21.493168,0.999502,2058.053348,7220.523644,37.626422,0.529061,5.231248,89.186474,136.335872,,,,
997,21.493168,0.999502,4335.402246,3129.900444,37.5279,0.427541,5.231248,119.589735,296.84025,,,,
2175,21.493168,0.999502,8359.847273,1556.517247,37.49471,0.414078,5.231248,58.5399,123.636886,,,,
2368,21.493168,0.999502,9073.690692,3164.014217,37.555971,0.37903,5.231248,59.978666,236.683687,,,,
2665,171.945346,0.999502,10074.50668,5861.789904,848.327384,0.209543,14.796203,80.876036,122.799991,,,,
2736,21.493168,0.999502,10255.50379,3446.305685,37.646005,0.438155,5.231248,31.904068,69.41756,,,,
3639,42.986337,0.999502,13809.15966,4602.514358,106.394831,0.388064,7.398101,56.905265,90.196803,,,,
408,38.350555,0.999417,2173.140751,3564.205082,89.353872,0.349057,6.987807,65.09726,165.418798,,,,
1944,38.350555,0.999417,7575.260018,3906.044722,89.344696,0.310163,6.987807,116.778769,180.622851,,,,
3652,88.922716,0.999356,13856.22099,7207.811696,315.658383,0.298679,10.640485,36.228606,105.74441,,,,
712,50.572161,0.999309,3293.744566,4704.374837,135.344877,0.318497,8.024368,172.446238,286.711279,,,,
2092,50.572161,0.999309,8019.904802,6387.639069,135.470967,0.366678,8.024368,28.516955,99.883162,,,,
1073,186.69556,0.999155,4567.111722,4107.545037,959.810605,0.231794,15.417787,153.745321,227.236127,,,,
811,82.601196,0.99911,3688.922292,2146.305005,282.529572,0.271816,10.255297,81.055519,137.189544,,,,
899,41.300598,0.99911,4049.598089,1563.079706,99.82901,0.265087,7.25159,66.0226,154.875213,,,,
2156,41.300598,0.99911,8281.324289,2649.1181,100.019076,0.323639,7.25159,63.062072,239.937972,,,,
2216,41.300598,0.99911,8477.13155,4689.749187,99.813219,0.199687,7.25159,77.837632,131.609625,,,,
2347,41.300598,0.99911,8998.833796,6998.286261,99.80846,0.325154,7.25159,99.798646,210.955482,,,,
2486,82.601196,0.99911,9586.729216,3257.598489,282.340433,0.295644,10.255297,68.831409,120.186957,,,,
2836,41.300598,0.99911,10505.75281,5425.859689,99.777566,0.330263,7.25159,220.12251,274.160575,,,,
689,24.443211,0.998972,3213.698433,4399.750293,45.477926,0.353005,5.578715,84.906266,184.147859,,,,
884,305.540137,0.998972,4009.23987,6260.271968,2009.11737,0.176562,19.723737,101.541275,129.00903,,,,
1135,24.443211,0.998972,4754.426429,2371.364998,45.666422,0.46313,5.578715,137.801603,185.817455,,,,
1304,61.108027,0.998972,5313.045819,2690.792898,179.704698,0.313936,8.820723,136.859231,318.686737,,,,
2884,24.443211,0.998972,10683.57765,5589.361451,45.704715,0.535946,5.578715,27.34929,95.442151,,,,
2999,48.886422,0.998972,11154.40663,5631.233561,128.760789,0.367271,7.889495,120.6479,225.48003,,,,
3389,24.443211,0.998972,12791.0062,3679.966372,45.61283,0.430963,5.578715,106.713136,138.127986,,,,
3686,61.108027,0.998972,13990.59459,3813.834004,179.692693,0.21374,8.820723,74.674758,189.00698,,,,
1224,117.580274,0.998923,5079.45423,5708.055922,479.819838,0.250548,12.235516,32.124384,92.598175,,,,
409,32.029035,0.998794,2177.298469,7077.018686,68.220452,0.41824,6.385972,90.583636,165.25717,,,,
1340,64.05807,0.998794,5442.895957,2878.857045,192.982027,0.356793,9.031128,60.546184,179.125899,,,,
1801,128.11614,0.998794,7007.861797,2938.519676,545.656079,0.209955,12.771943,99.507174,226.24876,,,,
2208,64.05807,0.998794,8446.886717,4761.470503,193.000866,0.35545,9.031128,77.837632,138.119282,,,,
3744,64.05807,0.998794,14236.5174,4236.928792,192.956678,0.388619,9.031128,44.530843,141.058477,,,,
3064,150.873613,0.998708,11488.85942,7498.67274,697.176108,0.232423,13.859951,124.70687,195.177981,,,,
1199,59.422289,0.998685,4988.262287,4484.438754,172.207577,0.231538,8.698207,86.824929,159.229541,,,,
1060,34.979078,0.998484,4508.273528,5285.216845,77.81144,0.240714,6.673586,110.676935,166.751023,,,,
1868,34.979078,0.998484,7280.897844,3012.617558,77.912939,0.380765,6.673586,62.562561,196.713639,,,,
2061,34.979078,0.998484,7900.896029,1313.369354,78.102553,0.4086,6.673586,96.5828,244.769642,,,,
2090,69.958156,0.998484,8008.464373,4883.276657,220.243742,0.302967,9.437875,214.654574,328.04791,,,,
2538,34.979078,0.998484,9694.267512,6250.453647,78.056211,0.331271,6.673586,85.52753,157.761786,,,,
2552,34.979078,0.998484,9743.026405,7197.161445,77.975334,0.312023,6.673586,64.006819,108.257402,,,,
3138,34.979078,0.998484,11733.42011,3903.855662,77.940035,0.307826,6.673586,92.165439,197.406563,,,,
2337,135.28053,0.998425,8972.110499,6167.592227,591.935905,0.169179,13.124196,61.142497,78.345079,,,,
3302,180.795474,0.998374,12370.42906,4259.418278,914.547965,0.159665,15.17221,110.429799,269.98746,,,,
2605,437.027755,0.998244,9877.42144,2617.602061,3436.887294,0.19995,23.589002,96.080666,244.861127,,,,
2897,33.293339,0.997948,10739.91888,2418.409154,72.304076,0.233501,6.510791,119.967992,154.640202,,,,
582,77.122545,0.997867,2780.320875,1267.507987,255.019599,0.324291,9.909363,78.637814,150.783821,,,,
1233,96.50854,0.99756,5114.549038,6498.073517,357.030373,0.119583,11.085057,16.496528,131.786447,,,,
1673,107.044407,0.99754,6620.869252,4079.953174,416.8206,0.218654,11.674467,29.10587,96.58084,,,,
3866,128.11614,0.99751,14983.06372,6672.449283,545.515984,0.244596,12.771943,60.211404,141.136292,,,,
